"initial_list_status","purpose","int_rate","installment","annual_inc","dti","verification_status","grade","revol_bal","inq_last_12m","delinq_2yrs","home_ownership","not_paid","log_inc","verified","grdCtoA"
"w","debt_consolidation",21.45,545.86,45000,9.65,"Source Verified","D",14470,1,1,"RENT",0,10.7144177687525,1,0
"f","debt_consolidation",16.02,1230.85,50000,6.53,"Source Verified","C",12201,0,0,"MORTGAGE",1,10.8197782844103,1,0
"w","debt_consolidation",15.05,1214.15,90000,24.55,"Verified","C",10387,4,0,"MORTGAGE",1,11.4075649493124,1,0
"w","debt_consolidation",19.03,788.45,65000,34.19,"Verified","D",6150,0,0,"RENT",0,11.0821425488778,1,0
"w","debt_consolidation",15.05,476.33,48000,38.4,"Not Verified","C",8101,0,0,"MORTGAGE",1,10.77895628989,0,0
"f","home_improvement",15.05,1387.6,100000,13.3,"Source Verified","C",24424,2,1,"OWN",0,11.5129254649702,1,0
"w","debt_consolidation",6.72,399.75,70000,6.99,"Source Verified","A",13070,3,4,"MORTGAGE",0,11.1562505210315,1,1
"w","debt_consolidation",14.08,233.1,48000,11.95,"Verified","C",7779,3,0,"MORTGAGE",1,10.77895628989,1,0
"w","debt_consolidation",10.91,326.97,48000,12.05,"Not Verified","B",4244,1,0,"MORTGAGE",1,10.77895628989,0,1
"w","debt_consolidation",10.91,1144.37,133000,1.75,"Verified","B",1425,2,0,"OWN",1,11.7981044072039,1,1
"w","small_business",11.99,498.15,80000,17.24,"Source Verified","B",7335,1,1,"RENT",0,11.289781913656,1,1
"w","debt_consolidation",12.62,177.61,19800,24.55,"Not Verified","C",573,0,0,"RENT",1,9.89343721668263,0,0
"w","credit_card",9.93,96.71,45000,2,"Not Verified","B",2102,1,1,"MORTGAGE",0,10.7144177687525,0,1
"w","debt_consolidation",9.44,335.57,58000,10.51,"Verified","B",1145,3,0,"MORTGAGE",1,10.9681982895286,1,1
"f","debt_consolidation",7.35,372.45,100000,16.57,"Not Verified","A",15188,2,0,"MORTGAGE",0,11.5129254649702,0,1
"w","debt_consolidation",13.59,254.85,300000,14.17,"Verified","C",70894,3,0,"MORTGAGE",0,12.6115377536383,1,0
"w","debt_consolidation",20,291.44,48400,14.53,"Verified","D",8662,1,0,"RENT",0,10.7872550927047,1,0
"w","debt_consolidation",7.35,1184.08,50000,26.19,"Verified","A",22423,0,0,"OWN",0,10.8197782844103,1,1
"w","credit_card",5.32,301.15,72000,17.92,"Not Verified","A",22485,0,0,"MORTGAGE",0,11.1844213979982,0,1
"f","debt_consolidation",10.42,389.58,140000,7.66,"Not Verified","B",11211,1,0,"OWN",0,11.8493977015914,0,1
"w","debt_consolidation",16.02,1230.85,125000,19.6,"Not Verified","C",21193,2,0,"MORTGAGE",1,11.7360690162844,0,0
"w","home_improvement",14.08,205.3,180000,17.1,"Source Verified","C",85294,2,0,"MORTGAGE",0,12.1007121298723,1,0
"w","debt_consolidation",9.93,354.58,56000,20.25,"Verified","B",12754,4,0,"MORTGAGE",1,10.9331069697173,1,1
"f","debt_consolidation",9.93,1289.38,126000,18.33,"Source Verified","B",53195,1,0,"RENT",0,11.7440371859336,1,1
"f","debt_consolidation",16.02,633.01,40000,18.69,"Not Verified","C",10222,1,1,"MORTGAGE",1,10.5966347330961,0,0
"w","credit_card",13.59,543.67,80000,20.48,"Source Verified","C",10003,3,0,"RENT",1,11.289781913656,1,0
"w","debt_consolidation",28.72,631.44,45900,23.97,"Not Verified","F",13081,1,0,"RENT",0,10.7342203960486,0,0
"w","debt_consolidation",5.32,301.15,165000,11,"Not Verified","A",16924,0,0,"RENT",0,12.0137007528827,0,1
"f","debt_consolidation",17.09,784.46,224000,26.99,"Source Verified","D",38912,3,0,"MORTGAGE",0,12.3194013308372,1,0
"f","home_improvement",15.05,270.59,113000,17.35,"Not Verified","C",6840,6,0,"MORTGAGE",0,11.6351430976945,0,0
"w","home_improvement",26.3,512.02,49000,21.9,"Source Verified","E",8976,1,1,"MORTGAGE",1,10.7995755770928,1,0
"w","credit_card",10.42,311.67,26000,32.66,"Verified","B",7723,2,0,"RENT",0,10.1658518170036,1,1
"f","credit_card",20,743.28,48000,30.3,"Verified","D",5592,5,0,"RENT",1,10.77895628989,1,0
"w","credit_card",10.42,300.37,82000,18.41,"Source Verified","B",17956,2,0,"OWN",0,11.3144745262464,1,1
"w","major_purchase",9.93,209.53,24000,2.75,"Verified","B",1940,5,0,"RENT",0,10.0858091093301,1,1
"w","credit_card",9.93,530.32,70000,17.38,"Source Verified","B",33692,0,1,"OWN",0,11.1562505210315,1,1
"f","credit_card",9.44,480.08,144000,15.73,"Source Verified","B",14740,4,0,"MORTGAGE",0,11.8775685785581,1,1
"f","credit_card",11.99,664.2,192000,26.53,"Not Verified","B",31241,0,2,"MORTGAGE",1,12.1652506510099,0,1
"f","credit_card",11.99,298.89,23000,15.66,"Not Verified","B",8219,0,0,"RENT",0,10.0432494949113,0,1
"f","debt_consolidation",12.62,167.56,36000,24.67,"Verified","C",16682,2,0,"OWN",1,10.4912742174382,1,0
"f","debt_consolidation",22.91,1353.2,127000,19.47,"Verified","E",18124,5,2,"MORTGAGE",1,11.7519423654407,1,0
"w","debt_consolidation",23.88,195.85,53000,33.49,"Not Verified","E",3212,0,0,"RENT",1,10.8780471925343,0,0
"f","debt_consolidation",15.05,693.8,40000,43.08,"Verified","C",1592,10,0,"MORTGAGE",1,10.5966347330961,1,0
"w","debt_consolidation",11.99,116.24,35000,18.43,"Not Verified","B",802,2,0,"RENT",1,10.4631033404715,0,1
"f","credit_card",18.06,108.55,75000,18.2,"Source Verified","D",12098,3,1,"MORTGAGE",1,11.2252433925184,1,0
"f","home_improvement",20,297.31,65000,24.35,"Verified","D",327,17,0,"MORTGAGE",1,11.0821425488778,1,0
"w","home_improvement",9.44,346.05,135000,16.3,"Source Verified","B",5845,2,0,"MORTGAGE",0,11.8130300574206,1,1
"w","major_purchase",16.02,263.76,40000,17.82,"Source Verified","C",497,1,0,"RENT",0,10.5966347330961,1,0
"w","debt_consolidation",18.06,311.47,70000,27.57,"Not Verified","D",10841,1,1,"OWN",0,11.1562505210315,0,0
"w","debt_consolidation",24.85,731.59,138600,24.65,"Not Verified","E",7394,1,0,"MORTGAGE",0,11.8393473657379,0,0
"w","debt_consolidation",18.06,635.66,60000,37.32,"Not Verified","D",1670,2,0,"MORTGAGE",1,11.0020998412042,0,0
"w","home_improvement",12.62,473.74,117400,23.13,"Verified","C",10624,4,0,"MORTGAGE",0,11.6733421863761,1,0
"w","debt_consolidation",15.05,285.8,123000,13.85,"Verified","C",4212,18,0,"MORTGAGE",1,11.7199396343546,1,0
"w","debt_consolidation",7.35,181.57,64000,10.68,"Not Verified","A",12311,5,0,"MORTGAGE",0,11.0666383623418,0,1
"f","home_improvement",23.88,470.04,38480,9.95,"Not Verified","E",27,6,1,"OWN",0,10.5578939047796,0,0
"w","small_business",21.45,431.19,37951,24.53,"Verified","D",1700,6,0,"RENT",0,10.5440511329377,1,0
"w","debt_consolidation",20,260.15,48407,17.16,"Source Verified","D",9276,3,0,"RENT",1,10.7873997103463,1,0
"w","debt_consolidation",7.35,186.23,80000,17.45,"Not Verified","A",7902,2,0,"RENT",1,11.289781913656,0,1
"w","major_purchase",18.06,437.33,42000,8.31,"Verified","D",11812,0,0,"RENT",1,10.6454248972655,1,0
"w","major_purchase",14.08,932.39,28000,48.31,"Verified","C",10051,0,0,"MORTGAGE",1,10.2399597891573,1,0
"f","debt_consolidation",9.44,576.09,45000,29.84,"Verified","B",1511,1,0,"MORTGAGE",0,10.7144177687525,1,1
"w","debt_consolidation",9.44,838.91,90000,11.44,"Not Verified","B",13131,1,0,"RENT",0,11.4075649493124,0,1
"f","debt_consolidation",15.05,208.14,39000,29.63,"Verified","C",7311,4,1,"MORTGAGE",1,10.5713169251118,1,0
"f","debt_consolidation",21.45,189.54,120000,7.28,"Not Verified","D",7023,2,0,"RENT",1,11.6952470217642,0,0
"w","debt_consolidation",28.72,442.01,49858,30.66,"Verified","F",6028,5,0,"RENT",1,10.8169342439585,1,0
"w","home_improvement",6.72,246,70000,10.9,"Not Verified","A",10908,0,0,"MORTGAGE",0,11.1562505210315,0,1
"f","debt_consolidation",11.99,398.52,40000,10.5,"Source Verified","B",3085,1,0,"RENT",1,10.5966347330961,1,1
"w","debt_consolidation",20,371.64,65000,32.15,"Not Verified","D",14006,6,0,"MORTGAGE",0,11.0821425488778,0,0
"w","debt_consolidation",16.02,267.27,46000,12.42,"Source Verified","C",21236,0,0,"RENT",0,10.7363966754712,1,0
"w","credit_card",7.35,279.34,40000,30.81,"Not Verified","A",1735,0,0,"MORTGAGE",0,10.5966347330961,0,1
"w","home_improvement",10.42,162.33,25000,44.07,"Verified","B",19898,0,0,"OWN",0,10.1266311038503,1,1
"w","debt_consolidation",16.02,105.51,53000,28.22,"Verified","C",8478,3,0,"RENT",1,10.8780471925343,1,0
"f","debt_consolidation",13.59,271.84,58000,8.36,"Source Verified","C",9293,0,2,"OWN",1,10.9681982895286,1,0
"w","debt_consolidation",30.17,373.27,62000,26.64,"Verified","F",13585,1,0,"MORTGAGE",0,11.0348896640272,1,0
"w","debt_consolidation",6.72,451.25,494000,8.26,"Verified","A",72287,7,0,"MORTGAGE",0,13.1102907961701,1,1
"w","credit_card",7.35,310.38,100000,18.12,"Not Verified","A",3143,2,0,"MORTGAGE",0,11.5129254649702,0,1
"w","credit_card",16.02,681.21,175000,28.6,"Verified","C",33276,5,0,"MORTGAGE",0,12.0725412529057,1,0
"w","debt_consolidation",7.97,607.87,92000,16.96,"Source Verified","A",4831,2,0,"MORTGAGE",0,11.4295438560312,1,1
"w","debt_consolidation",9.44,512.08,90000,15.59,"Not Verified","B",20137,3,1,"MORTGAGE",1,11.4075649493124,0,1
"w","credit_card",12.62,563.98,50000,28.18,"Verified","C",19188,0,0,"OWN",1,10.8197782844103,1,0
"w","home_improvement",7.21,247.79,12000,163.15,"Source Verified","A",27398,0,0,"MORTGAGE",0,9.39266192877014,1,1
"w","debt_consolidation",25.82,895.02,150000,8.7,"Source Verified","E",25556,0,0,"RENT",0,11.9183905730784,1,0
"f","credit_card",30.89,1502.92,100000,8.99,"Verified","G",31276,1,0,"RENT",1,11.5129254649702,1,0
"w","debt_consolidation",7.97,250.59,42000,29,"Not Verified","A",20135,2,0,"MORTGAGE",0,10.6454248972655,0,1
"w","debt_consolidation",18.06,231.57,47000,23.21,"Verified","D",6631,3,0,"RENT",1,10.7579028806922,1,0
"w","debt_consolidation",10.42,259.72,40000,24.51,"Source Verified","B",4620,0,0,"MORTGAGE",1,10.5966347330961,1,1
"w","credit_card",12.62,338.39,60000,26.46,"Not Verified","C",11919,1,1,"RENT",1,11.0020998412042,0,0
"w","home_improvement",7.35,310.38,96000,7.58,"Source Verified","A",5564,7,0,"MORTGAGE",1,11.47210347045,1,1
"w","debt_consolidation",9.44,195.23,70000,6.38,"Source Verified","B",1746,4,0,"RENT",0,11.1562505210315,1,1
"w","small_business",10.42,1298.59,120000,6.46,"Source Verified","B",10856,5,0,"RENT",1,11.6952470217642,1,1
"w","credit_card",28.72,629.07,232000,26.25,"Source Verified","F",17890,1,0,"RENT",0,12.3544926506484,1,0
"w","debt_consolidation",9.93,644.69,73000,20.91,"Source Verified","B",20170,0,0,"RENT",0,11.1982147201305,1,1
"w","debt_consolidation",10.91,719.32,145000,15.96,"Not Verified","B",42784,0,0,"RENT",1,11.8844890214027,0,1
"w","debt_consolidation",24.85,293.37,150000,29.75,"Verified","E",10292,3,2,"MORTGAGE",1,11.9183905730784,1,0
"w","debt_consolidation",21.45,546.15,125000,26.52,"Source Verified","D",33322,4,0,"MORTGAGE",1,11.7360690162844,1,0
"w","debt_consolidation",7.35,496.6,110000,7.45,"Not Verified","A",11457,2,0,"MORTGAGE",0,11.6082356447746,0,1
"w","debt_consolidation",26.3,903.55,75000,16.4,"Source Verified","E",6541,5,0,"MORTGAGE",0,11.2252433925184,1,0
"w","credit_card",21.45,305.84,46000,18.08,"Source Verified","D",7465,4,0,"RENT",1,10.7363966754712,1,0
"w","home_improvement",9.44,377.51,17480,53.57,"Source Verified","B",8848,0,0,"OWN",1,9.76881264920953,1,1
"w","debt_consolidation",30.65,1064.5,65000,18.11,"Not Verified","F",0,0,1,"OWN",1,11.0821425488778,0,0
"w","debt_consolidation",9.93,64.47,80000,5.73,"Verified","B",213,1,1,"OWN",1,11.289781913656,1,1
"w","debt_consolidation",21.45,491.53,37000,30.68,"Verified","D",19032,1,0,"RENT",1,10.5186731916264,1,0
"w","debt_consolidation",15.05,156.11,25000,10.23,"Verified","C",4169,0,1,"MORTGAGE",1,10.1266311038503,1,0
"f","debt_consolidation",12.62,160.86,35000,16.32,"Source Verified","C",2788,2,0,"MORTGAGE",1,10.4631033404715,1,0
"w","debt_consolidation",13.59,508.4,66000,27.75,"Verified","C",10949,0,0,"MORTGAGE",0,11.0974100210086,1,0
"f","debt_consolidation",9.93,644.69,75000,20.26,"Not Verified","B",18594,0,2,"MORTGAGE",1,11.2252433925184,0,1
"f","debt_consolidation",22.91,1353.2,179467,13.97,"Source Verified","E",19223,0,0,"RENT",1,12.0977466259979,1,0
"f","debt_consolidation",21.45,181.96,32000,23.03,"Verified","D",6600,3,0,"MORTGAGE",1,10.3734911817819,1,0
"w","debt_consolidation",18.06,52.47,48000,20.21,"Source Verified","D",18620,0,0,"RENT",0,10.77895628989,1,0
"f","debt_consolidation",19.03,916.78,22000,78.51,"Source Verified","D",16186,4,0,"MORTGAGE",1,9.99879773234045,1,0
"w","debt_consolidation",16.02,295.41,101000,6.15,"Not Verified","C",6354,0,0,"MORTGAGE",1,11.5228757958234,0,0
"w","credit_card",12.62,417.35,87000,24.92,"Source Verified","C",33666,1,0,"MORTGAGE",1,11.3736633976367,1,0
"w","debt_consolidation",10.42,146.1,35000,15.57,"Source Verified","B",1876,2,0,"RENT",1,10.4631033404715,1,1
"w","debt_consolidation",9.93,848.51,180000,11.23,"Not Verified","B",45626,2,0,"RENT",0,12.1007121298723,0,1
"w","debt_consolidation",12.62,324.85,77000,14.92,"Not Verified","C",10277,3,3,"RENT",0,11.2515607008358,0,0
"f","debt_consolidation",18.06,361.83,35000,17.52,"Verified","D",8817,4,0,"RENT",1,10.4631033404715,1,0
"w","debt_consolidation",9.44,320.05,90000,9.21,"Source Verified","B",14174,1,0,"OWN",1,11.4075649493124,1,1
"w","home_improvement",7.97,156.62,55000,11.85,"Not Verified","A",7357,1,0,"MORTGAGE",0,10.9150884642146,0,1
"f","debt_consolidation",11.99,1162.34,150000,17.66,"Verified","B",33299,3,0,"MORTGAGE",1,11.9183905730784,1,1
"f","major_purchase",10.91,1307.85,83000,7.15,"Verified","B",11054,0,1,"RENT",0,11.3265958867787,1,1
"w","credit_card",7.97,469.84,65000,10.76,"Source Verified","A",12054,2,0,"MORTGAGE",0,11.0821425488778,1,1
"w","debt_consolidation",15.05,346.9,95000,13.68,"Verified","C",12568,6,0,"OWN",0,11.4616321705827,1,0
"w","debt_consolidation",15.05,548.37,30000,8.56,"Not Verified","C",505,4,0,"MORTGAGE",0,10.3089526606443,0,0
"w","small_business",6.72,184.5,80000,9.78,"Not Verified","A",13359,3,0,"MORTGAGE",1,11.289781913656,0,1
"w","credit_card",6.08,487.34,66400,20.78,"Verified","A",2678,3,0,"RENT",0,11.1034523354645,1,1
"w","debt_consolidation",14.08,559.44,90000,17.13,"Source Verified","C",3968,1,0,"RENT",0,11.4075649493124,1,0
"w","debt_consolidation",7.35,31.04,75000,4.65,"Source Verified","A",3885,0,0,"RENT",0,11.2252433925184,1,1
"w","credit_card",14.08,582.75,300000,8.95,"Source Verified","C",23400,0,1,"MORTGAGE",1,12.6115377536383,1,0
"w","debt_consolidation",10.42,750.91,300000,10.23,"Source Verified","B",41118,2,0,"MORTGAGE",0,12.6115377536383,1,1
"w","home_improvement",7.97,313.23,125000,34.29,"Verified","A",35252,2,0,"MORTGAGE",1,11.7360690162844,1,1
"f","debt_consolidation",23.88,1370.95,90000,21.37,"Not Verified","E",6214,3,1,"MORTGAGE",1,11.4075649493124,0,0
"w","debt_consolidation",6.08,304.59,40000,7.05,"Not Verified","A",12114,0,0,"MORTGAGE",1,10.5966347330961,0,1
"w","debt_consolidation",16.02,422.01,90000,18.38,"Not Verified","C",43771,1,0,"MORTGAGE",0,11.4075649493124,0,0
"w","home_improvement",15.05,693.8,51000,17.84,"Not Verified","C",10685,2,0,"MORTGAGE",0,10.8395809117065,0,0
"w","debt_consolidation",11.99,232.47,75000,7.04,"Not Verified","B",6841,0,0,"RENT",1,11.2252433925184,0,1
"w","debt_consolidation",9.44,957.75,210000,28.37,"Verified","B",28026,3,0,"MORTGAGE",0,12.2548628096996,1,1
"f","debt_consolidation",16.02,580.26,68000,18.04,"Source Verified","C",13307,3,0,"RENT",0,11.1272629841582,1,0
"w","debt_consolidation",21.45,955.75,90000,20.91,"Verified","D",23448,4,0,"MORTGAGE",1,11.4075649493124,1,0
"w","credit_card",16.02,351.67,82000,18.19,"Verified","C",35507,2,0,"MORTGAGE",0,11.3144745262464,1,0
"f","debt_consolidation",23.88,352.53,35000,34.77,"Not Verified","E",18967,0,0,"RENT",1,10.4631033404715,0,0
"w","debt_consolidation",9.93,424.26,85000,8.6,"Source Verified","B",9630,0,0,"MORTGAGE",1,11.3504065354725,1,1
"w","debt_consolidation",17.09,747.03,85000,27.64,"Verified","D",21117,1,0,"MORTGAGE",1,11.3504065354725,1,0
"f","credit_card",16.02,509.93,105000,14.53,"Verified","C",11097,6,0,"MORTGAGE",1,11.5617156291397,1,0
"w","credit_card",14.08,513.25,62000,13.88,"Not Verified","C",8536,1,0,"OWN",1,11.0348896640272,0,0
"w","debt_consolidation",18.06,361.83,50000,12.11,"Source Verified","D",12051,4,1,"RENT",0,10.8197782844103,1,0
"f","debt_consolidation",16.02,879.18,35000,10.91,"Verified","C",10821,1,0,"RENT",1,10.4631033404715,1,0
"w","debt_consolidation",15.05,476.33,106000,13.16,"Source Verified","C",17941,1,0,"MORTGAGE",0,11.5711943730942,1,0
"w","credit_card",11.99,664.2,70000,18.07,"Not Verified","B",10294,2,1,"RENT",1,11.1562505210315,0,1
"w","debt_consolidation",17.09,356.98,60000,26.86,"Source Verified","D",3378,5,0,"RENT",1,11.0020998412042,1,0
"w","debt_consolidation",12.62,603.21,60000,19.4,"Source Verified","C",5290,0,4,"MORTGAGE",0,11.0020998412042,1,0
"f","debt_consolidation",10.42,324.65,92000,9.95,"Not Verified","B",4491,1,1,"MORTGAGE",0,11.4295438560312,0,1
"w","home_improvement",11.99,222.4,78000,11.65,"Not Verified","B",14208,5,0,"MORTGAGE",0,11.2644641056717,0,1
"w","debt_consolidation",28.72,505.15,30000,40.42,"Verified","F",9665,3,3,"MORTGAGE",1,10.3089526606443,1,0
"f","home_improvement",12.62,268.09,65000,6.85,"Not Verified","C",11486,2,0,"OWN",1,11.0821425488778,0,0
"w","major_purchase",10.42,493.45,230000,1.77,"Not Verified","B",1456,1,0,"MORTGAGE",0,12.3458345879053,0,1
"f","home_improvement",5.32,361.38,133000,24.47,"Not Verified","A",58809,1,0,"MORTGAGE",0,11.7981044072039,0,1
"f","credit_card",19.03,88.02,38000,31.93,"Not Verified","D",1844,4,0,"RENT",0,10.5453414387085,0,0
"w","debt_consolidation",10.91,877.9,30000,72.68,"Source Verified","B",25150,2,0,"MORTGAGE",0,10.3089526606443,1,1
"w","major_purchase",7.35,707.66,67894,21.88,"Not Verified","A",1925,1,0,"RENT",0,11.1257029443993,0,1
"f","debt_consolidation",28.72,179.55,14397,27.27,"Verified","F",11117,0,0,"RENT",0,9.57477513052635,1,0
"w","credit_card",7.97,626.46,145000,13.47,"Source Verified","A",11401,2,0,"RENT",0,11.8844890214027,1,1
"f","debt_consolidation",11.99,498.15,55000,7.52,"Source Verified","B",2542,3,0,"RENT",0,10.9150884642146,1,1
"f","credit_card",23.88,861.74,53320,12.99,"Verified","E",4563,6,0,"RENT",1,10.8840667742926,1,0
"f","debt_consolidation",24.85,1258.87,64901.04,47.3,"Verified","E",31374,1,0,"MORTGAGE",1,11.0806189272171,1,0
"f","credit_card",12.62,1005.34,85000,12.77,"Source Verified","C",36942,2,0,"MORTGAGE",0,11.3504065354725,1,0
"w","debt_consolidation",9.93,483.52,88500,35.06,"Source Verified","B",25599,1,0,"MORTGAGE",1,11.390757830996,1,1
"f","debt_consolidation",17.09,49.98,60000,16.78,"Source Verified","D",9923,2,0,"RENT",0,11.0020998412042,1,0
"w","credit_card",20,371.64,81507,12.43,"Not Verified","D",8564,2,0,"RENT",1,11.3084441851112,0,0
"w","debt_consolidation",17.09,499.77,87360,20.99,"Not Verified","D",12207,1,0,"MORTGAGE",0,11.3777927909787,0,0
"f","credit_card",20,178.39,38000,13.74,"Not Verified","D",2603,8,0,"RENT",0,10.5453414387085,0,0
"w","debt_consolidation",13.59,679.58,70000,24.46,"Source Verified","C",11000,4,0,"RENT",1,11.1562505210315,1,0
"w","debt_consolidation",11.99,566,50918,34.34,"Not Verified","B",13181,0,0,"MORTGAGE",0,10.8379717746022,0,1
"w","debt_consolidation",12.62,603.21,260000,25.38,"Source Verified","C",78182,2,0,"OWN",0,12.4684369099977,1,0
"f","debt_consolidation",15.05,173.45,122000,24.12,"Verified","C",19554,5,0,"MORTGAGE",1,11.7117763237154,1,0
"w","debt_consolidation",16.02,773.68,74500,17.33,"Source Verified","C",19023,1,0,"RENT",0,11.2185544043677,1,0
"w","debt_consolidation",18.06,253.28,130000,16.05,"Not Verified","D",32630,1,3,"OWN",1,11.7752897294377,0,0
"w","home_improvement",15.05,238.17,70000,17.8,"Verified","C",7460,3,8,"MORTGAGE",1,11.1562505210315,1,0
"w","debt_consolidation",18.06,661.08,33000,15.93,"Verified","D",10289,8,0,"OWN",0,10.4042628404486,1,0
"w","debt_consolidation",23.88,940.08,60000,20.66,"Not Verified","E",25621,3,0,"MORTGAGE",0,11.0020998412042,0,0
"w","credit_card",12.62,541.42,90000,10.67,"Not Verified","C",21203,1,0,"MORTGAGE",1,11.4075649493124,0,0
"w","credit_card",9.93,742.45,185000,4.36,"Not Verified","B",31328,4,0,"MORTGAGE",1,12.1281111040605,0,1
"f","credit_card",19.03,264.04,20000,32.89,"Not Verified","D",12842,3,0,"RENT",1,9.90348755253613,0,0
"w","home_improvement",20,92.91,58000,3.48,"Source Verified","D",3984,8,0,"OWN",0,10.9681982895286,1,0
"f","debt_consolidation",19.03,733.43,50000,24.17,"Verified","D",23900,2,0,"MORTGAGE",1,10.8197782844103,1,0
"w","debt_consolidation",7.21,371.68,75000,16.91,"Not Verified","A",7030,0,0,"OWN",0,11.2252433925184,0,1
"f","debt_consolidation",21.45,382.3,70000,10.94,"Not Verified","D",13348,0,0,"RENT",0,11.1562505210315,0,0
"w","debt_consolidation",7.21,371.68,100000,6.61,"Source Verified","A",1459,3,0,"MORTGAGE",0,11.5129254649702,1,1
"w","debt_consolidation",14.08,311.38,22800,19.74,"Verified","C",16022,0,0,"MORTGAGE",0,10.0345158149425,1,0
"w","debt_consolidation",7.97,313.23,75000,7.74,"Not Verified","A",12649,1,2,"MORTGAGE",0,11.2252433925184,0,1
"w","debt_consolidation",10.42,973.95,120227,12.14,"Source Verified","B",20203,0,0,"RENT",0,11.6971369014826,1,1
"w","debt_consolidation",10.91,433.96,51885,25.1,"Verified","B",22612,2,0,"MORTGAGE",0,10.8567850100394,1,1
"w","debt_consolidation",21.45,379.07,37000,26.31,"Source Verified","D",11715,4,0,"RENT",0,10.5186731916264,1,0
"w","credit_card",15.05,238.17,70000,24.79,"Verified","C",10481,5,1,"MORTGAGE",0,11.1562505210315,1,0
"w","credit_card",16.02,527.51,65000,27.73,"Verified","C",30755,0,0,"RENT",0,11.0821425488778,1,0
"w","debt_consolidation",10.42,103.89,80000,8.06,"Not Verified","B",2359,4,0,"MORTGAGE",0,11.289781913656,0,1
"w","debt_consolidation",19.03,259.58,34000,26.23,"Source Verified","D",6874,2,0,"RENT",1,10.4341158035983,1,0
"w","debt_consolidation",18.06,508.53,39000,8,"Not Verified","D",6310,3,1,"MORTGAGE",1,10.5713169251118,0,0
"w","debt_consolidation",17.09,285.59,65000,22.73,"Not Verified","D",20435,2,0,"MORTGAGE",1,11.0821425488778,0,0
"w","debt_consolidation",20,490.14,60000,28.42,"Verified","D",4938,2,1,"MORTGAGE",0,11.0020998412042,1,0
