newacct_no,tenure,effc_strt_date,effc_end_date,contract_month,ce_expiry,secured_revenue,bandwidth,term_reas_code,complaint_cnt,with_phone_service,churn
95390969.001.000085879,17,2017-10-09,2020-08-10,36,8,1300,1000M (FTTO),0,0,0,0
90316845.001.000029818,116,2018-10-21,2020-10-20,24,8,190,30M,0,0,1,0
94708070.001.000077419,25,2018-02-02,2020-01-02,24,0,870,100M,0,0,0,0
92469980.001.000087686,2,2018-04-27,2020-04-26,24,3,1299,50M,0,0,1,0
90269515.001.000029569,111,2016-04-01,2018-03-31,24,-22,1032,10M,0,0,0,1
90588427.001.000032143,117,2018-12-09,2020-08-12,24,10,491,100M,0,2,0,0
92751205.001.000058861,100,2011-09-02,2013-01-09,24,-77,372,100M,0,0,0,0
93211258.005.000077955,30,2018-05-01,2020-04-30,24,3,321,100M,0,0,1,0
90914201.001.000075666,32,2016-03-31,2019-03-30,36,-10,1660,100M,0,0,0,1
94946779.001.000080968,29,2019-03-23,2021-03-22,24,13,90,100M (FTTO),0,0,0,0
94718764.001.000081794,20,2019-01-20,2021-01-19,24,11,883,1000M (FTTO),0,0,0,0
95198735.001.000083561,31,2017-05-23,2020-05-22,36,3,160,100M,0,0,0,0
95702932.001.000089497,12,2018-08-31,2020-08-30,24,7,100,100M,0,0,0,0
94718814.001.000077581,45,2018-02-20,2020-02-19,24,0,110,100M (FTTO),0,0,0,0
93198547.001.000062177,84,2018-08-01,2020-07-31,24,6,118,100M,0,0,0,0
71828966.001.000006550,193,2018-05-01,2020-04-30,24,3,208,10M,0,0,1,0
95453270.001.000086609,7,2018-01-29,2020-01-28,24,0,140,30M,0,0,0,0
75658302.001.000023259,145,2019-06-09,2021-08-06,24,16,238,100M,0,0,0,0
74828765.001.000018903,151,2019-09-19,2021-09-18,24,19,168,30M,0,0,1,0
95406625.001.000087404,11,2018-02-07,2021-06-02,36,12,602,100M (FTTO),0,0,0,0
76505429.003.000053724,89,2018-09-01,2020-08-31,24,7,178,100M,0,0,1,0
95299079.003.000085942,20,2017-10-23,2019-10-22,24,-4,428,100M (FTTO),0,0,0,0
95647830.001.000088736,18,2018-05-10,2020-09-05,24,3,145,100M,0,0,0,0
94594637.001.000075429,39,2018-11-09,2021-08-09,34,19,125,10M,0,0,0,0
94462702.002.000088159,4,2018-04-07,2020-06-04,24,2,2512,100M,0,0,0,0
95864492.001.000091213,9,2018-09-28,2020-09-27,24,8,187,100M,0,0,0,0
94949682.001.000081028,33,2018-11-09,2020-08-11,24,9,108,100M,0,0,0,0
71871073.001.000006771,193,2016-12-21,2019-12-20,36,-2,180,100M,0,0,0,1
75153320.001.000078613,35,2016-11-21,2020-05-20,42,3,160,100M,0,0,1,0
95278743.002.000088415,17,2019-02-08,2021-07-02,24,12,1100,100M (FTTO),0,0,0,0
95631024.001.000088524,11,2018-05-12,2020-11-05,24,-5,1800,300M (FTTO),0,1,0,1
95281713.001.000084427,8,2017-08-02,2020-01-08,36,6,188,100M (FTTO),0,0,0,0
94471299.001.000073780,47,2019-06-10,2021-09-06,24,16,198,100M,0,0,0,0
94844842.001.000079516,29,2018-06-29,2020-06-28,24,5,90,100M (FTTO),0,0,0,0
74703307.001.000018349,157,2019-02-18,2021-02-17,24,12,150,100M,0,0,1,0
91203273.002.000055044,94,2019-10-28,2021-10-27,24,21,319,100M,0,0,1,0
74208687.001.000015869,156,2017-11-01,2019-10-31,24,-3,170,30M,0,0,0,1
90557828.001.000031872,120,2017-09-01,2019-08-31,24,-5,290,10M,0,0,1,1
94598083.001.000075483,44,2019-10-27,2020-10-26,12,9,225,100M (FTTO),0,0,0,0
95833729.001.000090974,5,2018-09-05,2020-04-09,24,7,90,100M,0,0,0,0
75582726.001.000022856,139,2018-11-01,2020-10-31,24,9,261,100M,0,0,0,0
75493973.001.000022396,146,2019-11-01,2021-10-31,24,21,196,100M (FTTO),0,0,1,0
75887257.001.000024480,125,2018-06-15,2021-03-14,33,13,598,10M,0,0,1,0
73365660.001.000012091,160,2018-12-17,2021-11-16,35,21,223,100M (FTTO),0,0,1,0
91371005.001.000050626,103,2019-12-02,2021-01-12,24,22,140,100M (FTTO),0,0,1,0
95806766.001.000090688,8,2018-08-30,2020-08-29,24,7,138,100M,0,0,0,0
72895808.001.000058302,95,2017-12-01,2019-11-30,24,-2,726,100M (FTTO),0,0,1,1
71592653.001.000055895,85,2018-12-01,2020-11-30,24,10,1658,100M (FTTO),0,0,0,0
95211132.001.000083725,12,2017-05-19,2019-05-18,24,-9,140,100M,0,0,0,1
94278033.001.000070557,38,2018-12-05,2020-04-12,24,10,165,100M,0,0,1,0
95464665.001.000086776,19,2019-12-01,2021-11-30,24,22,90,100M (FTTO),0,0,0,0
75946541.001.000024820,137,2017-06-01,2019-05-31,24,-8,202,10M,0,0,1,1
76033919.001.000087368,18,2018-02-12,2020-11-02,24,0,618,100M,0,0,1,0
94947892.001.000080995,22,2018-11-11,2020-10-11,24,9,160,100M,0,0,0,0
75215947.001.000020878,134,2019-03-27,2021-03-26,24,14,178,30M,0,0,1,0
93282937.002.000062841,81,2018-10-16,2020-10-15,24,8,1131,10M,0,0,1,0
91690727.001.000062154,76,2018-09-04,2020-03-09,24,7,289,100M,0,0,0,0
92331628.001.000057202,84,2019-05-19,2021-05-18,24,15,276,100M,0,0,1,0
95631560.001.000088529,18,2018-05-14,2020-05-13,24,3,198,100M (FTTO),0,0,0,0
95587820.001.000088058,12,2018-04-20,2020-04-19,24,2,250,100M (FTTO),0,0,0,0
91236349.002.000062651,82,2019-01-15,2021-01-14,24,11,208,100M,0,0,1,0
91844589.003.000084803,17,2020-01-03,2022-02-01,24,23,1800,300M (FTTO),0,0,0,0
94732468.001.000077782,41,2018-03-22,2020-03-21,24,1,230,100M,0,0,0,0
90186610.001.000029049,127,2018-07-18,2020-07-17,24,5,140,100M,0,0,1,0
91977579.002.000057716,92,2018-01-25,2020-03-24,26,1,163,100M,0,0,0,0
95676714.001.000089432,2,2018-06-29,2020-06-28,24,5,90,100M,0,0,0,0
91453514.001.000051703,114,2018-03-01,2020-02-29,24,1,175,10M,0,0,1,0
94070752.001.000074139,36,2017-06-30,2019-06-29,24,-7,546,100M (FTTO),0,0,0,1
94566486.001.000074965,32,2019-09-01,2021-08-31,24,19,198,100M (FTTO),0,0,0,0
94675519.001.000076856,33,2019-11-29,2021-11-28,24,22,198,100M,0,0,0,0
93406114.001.000088628,9,2018-06-13,2020-12-06,24,4,405,10M,0,0,1,0
94872314.001.000079943,21,2018-07-27,2020-07-26,24,6,90,100M,0,0,0,0
94769965.001.000078398,26,2018-04-25,2020-05-24,25,3,160,100M (FTTO),0,1,0,0
93789626.001.000063679,63,2019-03-01,2021-02-28,24,13,410,100M,0,0,0,0
73368227.001.000012105,170,2018-10-09,2020-08-10,24,8,250,30M,0,0,0,0
95952388.001.000086953,18,2017-12-29,2019-12-28,24,-7,2000,1000M (FTTO),0,0,0,1
75877233.001.000086503,8,2018-01-02,2020-01-01,24,-1,340,100M,0,0,1,0
92648682.001.000058485,94,2017-09-19,2019-09-18,24,-5,830,BELOW 10M,0,0,0,1
77279818.001.000026900,139,2019-06-01,2021-05-31,24,16,150,10M,0,0,1,0
94732401.001.000077778,24,2016-03-09,2018-08-03,24,-23,198,100M,0,0,0,1
74530262.001.000017368,148,2018-02-28,2020-02-28,24,1,216,100M (FTTO),0,0,1,0
75034454.001.000019911,137,2017-06-27,2020-10-26,40,9,170,30M,0,0,0,0
95614442.001.000088325,5,2018-04-21,2020-04-20,24,2,1800,1000M (FTTO),0,0,0,0
91146779.001.000045151,100,2018-09-07,2020-06-09,24,7,402,100M,0,0,1,0
90825456.001.000036777,103,2016-04-07,2018-06-04,24,-22,485,100M,0,0,0,1
94085974.002.000073039,45,2017-04-23,2019-04-22,24,-10,178,100M,0,0,0,1
95154399.001.000083148,27,2019-04-12,2021-11-04,24,14,136,10M,0,0,0,0
74008897.003.000078772,26,2018-12-03,2020-02-12,24,10,5980,1000M (FTTO),0,0,0,0
94736592.001.000077865,23,2018-03-14,2020-03-13,24,1,1254,100M,0,0,0,0
71841118.001.000006595,182,2019-03-31,2021-03-30,24,14,200,30M,0,0,1,0
71657381.001.000005737,188,2019-08-12,2021-11-08,24,18,130,30M,0,0,0,0
95128922.001.000082869,23,2019-03-16,2021-03-15,24,13,180,100M,0,0,0,0
91120261.001.000044947,105,2019-11-06,2021-05-11,24,21,188,100M,0,0,1,0
76092857.001.000025548,134,2015-11-15,2017-11-14,24,-27,136,10M,0,0,0,1
90989153.001.000041681,107,2015-01-08,2017-07-08,31,-30,354,100M,0,0,0,1
95168399.001.000083262,29,2017-05-13,2020-12-05,36,3,1400,1000M (FTTO),0,0,0,0
90782111.001.000035430,114,2019-02-26,2020-02-25,12,0,512,100M,0,0,1,0
94705217.001.000077366,34,2016-02-15,2018-02-14,24,-24,140,100M,0,0,0,1
74007279.001.000014959,148,2017-05-14,2019-05-13,24,-9,178,30M,0,0,1,1
70986823.001.000003595,205,2018-07-01,2020-06-30,24,5,396,100M,0,0,1,0
75288415.001.000079376,22,2016-07-08,2018-07-07,24,-19,1900,100M (FTTO),0,0,0,1
71779946.001.000006316,196,2018-03-10,2020-09-03,24,1,178,100M,0,0,1,0
95391363.001.000085802,3,2017-11-01,2021-10-31,48,21,140,100M (FTTO),0,0,0,0
95656740.001.000088878,1,2018-05-30,2020-05-29,24,4,1380,500M (FTTO),0,0,0,0
94293701.001.000070863,54,2018-11-03,2020-02-11,24,9,178,100M,0,0,0,0
75152157.002.000055505,100,2018-11-01,2020-10-31,24,9,158,30M,0,0,1,0
95115549.001.000082693,15,2019-03-04,2021-03-03,24,13,140,100M,0,0,0,0
95275921.001.000084343,7,2019-07-06,2021-05-07,24,17,90,100M (FTTO),0,0,0,0
94008331.001.000066911,61,2019-09-01,2021-08-31,24,19,164,100M,0,0,1,0
95944062.001.000091916,5,2019-05-03,2021-02-05,24,15,2920,1000M (FTTO),0,0,0,0
72921232.001.000080140,28,2018-08-22,2020-08-21,24,6,90,100M,0,0,0,0
94950060.001.000081039,16,2018-11-04,2020-03-11,24,9,250,100M,0,0,0,0
94517604.001.000074345,32,2019-07-20,2021-07-19,24,17,198,100M,0,0,0,0
94040292.001.000067312,63,2019-10-28,2021-10-27,24,21,340,100M,0,0,1,0
74156886.002.000061153,88,2018-02-01,2020-05-31,28,4,140,100M,0,0,1,0
92260330.001.000076122,34,2018-01-01,2019-12-31,24,-1,304,100M,0,0,1,0
73958498.001.000014712,154,2018-08-22,2020-08-21,24,6,420,100M,0,0,0,0
95892147.001.000091445,9,2018-10-10,2020-09-10,24,8,115,100M,0,0,0,0
94876026.001.000079974,37,2018-07-28,2020-07-27,24,6,1206,100M,0,0,0,0
71526636.001.000005107,185,2019-09-08,2021-07-09,24,19,288,100M,0,0,0,0
94620861.001.000075921,32,2019-11-03,2021-02-11,24,21,131,100M (FTTO),0,0,0,0
73653503.001.000013312,172,2019-06-01,2021-05-31,24,16,175,10M,0,0,1,0
93659035.001.000062473,76,2018-05-01,2020-04-30,24,3,136,10M,0,0,1,0
94896248.001.000080261,36,2018-08-19,2020-08-18,24,6,160,100M (FTTO),0,0,0,0
91954107.001.000055507,85,2018-12-01,2020-11-30,24,10,198,100M,0,1,1,0
94689676.001.000077897,29,2018-03-23,2020-03-22,24,1,645,100M (FTTO),0,0,0,0
94310554.001.000071198,41,2018-09-18,2020-09-17,24,7,414,100M (FTTO),0,0,1,0
91579565.001.000003146,196,2019-07-01,2021-06-30,24,17,12698,100M (FTTO),0,0,0,0
93406114.001.000061125,75,2018-05-14,2020-05-13,24,3,242,10M,0,0,1,0
95442455.001.000086441,1,2018-03-01,2020-02-29,24,1,198,100M (FTTO),0,0,0,0
95340980.001.000085319,19,2017-09-01,2019-08-31,24,-7,90,100M,0,0,0,1
96209317.001.000093988,6,2019-04-30,2022-04-29,36,27,168,100M (FTTO),0,0,0,0
93691475.001.000062630,65,2018-08-01,2020-07-31,24,6,160,30M,0,0,1,0
94942216.001.000080896,22,2018-05-15,2020-10-14,29,8,250,100M,0,0,0,0
94193943.001.000069382,51,2019-01-07,2021-06-01,24,11,160,30M,0,0,1,0
95707139.002.000093003,7,2018-06-25,2020-06-24,24,4,90,100M,0,0,0,0
71995443.001.000007358,195,2018-05-01,2020-04-30,24,3,156,100M,0,0,1,0
75698696.001.000023474,132,2019-06-01,2021-05-31,24,16,200,10M,0,0,0,0
94055241.003.000082141,29,2017-02-07,2020-06-02,36,0,220,100M (FTTO),0,0,1,0
94064607.001.000067678,66,2018-04-16,2020-04-15,24,2,208,100M (FTTO),0,0,1,0
93946515.001.000066085,54,2019-05-01,2021-04-30,24,15,163,10M,0,0,1,0
96104690.001.000093145,0,2019-02-28,2021-02-27,24,13,0,100M,0,0,0,0
95833778.001.000090978,7,2018-12-27,2020-12-26,24,11,180,100M,0,0,0,0
75085621.001.000020176,139,2020-02-01,2022-01-31,24,24,140,100M,0,0,1,0
93900470.001.000065271,64,2018-04-14,2020-04-13,24,2,178,30M,0,0,0,0
95699476.001.000089468,3,2018-11-22,2020-09-08,21,6,388,1000M (FTTO),0,0,0,0
94862653.001.000079750,21,2018-08-06,2020-05-08,24,6,328,100M (FTTO),0,0,0,0
91052944.001.000043318,116,2019-10-03,2021-02-10,24,20,153,30M,0,0,1,0
94627379.001.000076018,39,2017-10-30,2019-10-29,24,-3,342,100M,0,0,0,1
94897980.001.000080300,26,2018-09-20,2020-09-19,24,7,150,100M (FTTO),0,0,0,0
94583804.001.000075250,39,2017-09-25,2019-09-24,24,-5,230,100M,0,0,0,1
95594016.001.000088133,6,2018-04-09,2020-08-04,24,-13,198,100M,0,0,0,1
90041161.001.000028136,124,2018-08-01,2020-07-31,24,6,242,10M,0,0,0,0
94733813.001.000077793,33,2018-05-01,2020-04-30,24,3,288,100M,0,1,0,0
95164950.001.000083231,12,2017-04-20,2020-04-19,36,2,140,100M,0,0,0,0
93780021.001.000063537,76,2018-12-03,2020-02-12,24,10,178,100M,0,0,0,0
94177938.001.000069205,64,2018-04-30,2020-04-29,24,3,366,100M,0,0,1,0
93063154.001.000059852,92,2019-05-18,2021-05-17,24,15,460,100M (FTTO),0,0,1,0
94437548.001.000083574,9,2019-05-24,2021-10-23,29,20,258,100M (FTTO),0,0,0,0
78543618.005.000061157,70,2019-05-12,2020-11-05,12,3,198,100M,0,0,1,0
95561601.001.000087765,7,2018-02-28,2020-02-27,24,1,140,100M,0,0,0,0
75120733.001.000079600,19,2019-10-25,2022-10-24,36,32,1369,100M,0,0,1,0
73253064.001.000011724,159,2018-01-25,2020-01-24,24,-1,186,300M (FTTO),0,0,0,0
76481647.001.000025931,126,2018-11-15,2021-09-14,34,19,316,10M,0,0,1,0
94428760.001.000086543,12,2020-01-23,2022-01-22,24,23,152,100M,0,0,0,0
93794261.002.000082328,14,2017-02-09,2019-08-02,24,-13,90,100M (FTTO),0,0,1,1
94080793.001.000071249,59,2018-10-22,2020-10-21,24,8,269,30M,0,0,1,0
93628949.001.000062298,82,2018-07-05,2020-04-07,24,5,248,100M,0,0,1,0
94802998.001.000078837,35,2017-09-28,2020-03-29,30,2,498,1000M (FTTO),0,0,0,0
95194155.001.000083515,16,2019-05-05,2021-04-05,24,15,200,100M,0,0,0,0
92195817.001.000056652,84,2017-03-01,2019-02-28,24,-11,148,10M,0,0,0,1
96236294.001.000094214,4,2019-05-17,2021-05-16,24,15,112,100M,0,0,0,0
93539286.001.000061837,72,2018-06-27,2020-06-26,24,5,248,100M (FTTO),0,0,0,0
94450772.001.000073518,48,2019-05-13,2020-12-05,12,3,178,100M,0,0,0,0
94056272.001.000067534,60,2019-11-01,2021-10-31,24,21,148,30M,0,0,1,0
73622771.001.000013221,156,2018-07-03,2020-02-07,24,5,178,100M,0,0,1,0
91434316.001.000051442,94,2016-03-12,2018-11-03,24,-23,100,10M,0,0,0,1
95644142.001.000088667,19,2018-05-16,2020-05-15,24,3,138,100M,0,0,0,0
90610676.001.000086324,26,2019-11-01,2021-10-31,24,21,170,10M,0,0,1,0
95128047.001.000082854,33,2019-05-27,2021-05-26,24,16,178,100M (FTTO),0,0,0,0
91027805.001.000073365,48,2019-04-26,2021-04-25,24,14,140,100M,0,0,0,0
75556902.001.000022701,143,2019-04-01,2021-03-31,24,14,197,100M,0,0,1,0
94927829.001.000080703,16,2018-09-30,2020-09-29,24,8,108,100M,0,0,0,0
92539972.001.000058058,101,2019-06-26,2021-06-25,24,16,188,100M,0,0,1,0
94750098.001.000078103,43,2018-06-01,2020-05-31,24,4,108,10M,0,0,0,0
93449940.001.000061330,68,2018-04-03,2020-02-04,24,2,136,10M,0,0,1,0
94527744.001.000084700,7,2019-08-03,2020-02-08,12,6,870,100M (FTTO),0,0,0,0
90435389.001.000090808,3,2019-08-31,2022-08-30,36,31,3019,100M (FTTO),0,0,1,0
94046588.001.000067389,54,2019-09-29,2021-09-28,24,20,459,100M (FTTO),0,0,0,0
94250115.001.000070186,52,2018-07-01,2020-06-30,24,5,182,30M,0,0,1,0
90477076.001.000030711,122,2018-06-15,2020-06-14,24,4,326,100M,0,0,1,0
90715640.001.000033545,123,2019-06-27,2021-06-26,24,17,180,10M,0,0,0,0
94404357.001.000072865,45,2019-03-19,2021-03-18,24,13,148,30M,0,0,1,0
75021543.003.000060566,73,2018-03-15,2020-03-14,24,1,1797,100M,0,0,1,0
95748216.001.000090096,9,2018-07-26,2020-07-25,24,5,301,100M,0,0,0,0
95589180.001.000088085,21,2018-03-26,2020-03-25,24,1,280,100M,0,0,0,0
90884933.001.000037477,106,2019-04-30,2021-05-30,25,16,163,10M,0,0,0,0
93878593.001.000064967,70,2019-04-08,2021-07-04,24,14,188,10M,0,0,1,0
75568634.001.000022785,130,2018-06-19,2021-07-18,37,17,204,100M,0,1,1,0
95823035.001.000090877,8,2018-09-19,2020-09-18,24,7,250,300M (FTTO),0,0,0,0
94414406.001.000073032,40,2019-04-08,2021-07-04,24,14,290,100M,0,0,0,0
95888467.001.000091401,11,2018-12-03,2020-02-12,24,10,198,1000M (FTTO),0,0,0,0
90733916.001.000033808,108,2019-08-24,2021-08-23,24,18,292,30M,0,0,0,0
94589371.001.000075360,50,2019-09-22,2021-09-21,24,19,148,100M,0,0,0,0
95550489.001.000087640,3,2018-03-21,2020-03-20,24,-18,140,100M,0,0,0,1
95499117.001.000087139,24,2020-01-11,2022-10-01,24,23,495,100M,0,0,0,0
94835527.001.000079368,26,2018-07-06,2020-05-07,24,5,108,100M (FTTO),0,0,0,0
95798559.001.000090609,6,2018-08-16,2020-08-15,24,-1,160,100M,0,0,0,1
91288159.001.000078260,26,2016-04-14,2018-04-13,24,-22,898,100M,2,0,1,1
72700628.001.000010285,174,2018-09-20,2020-09-19,24,7,1850,100M,0,0,1,0
93285039.001.000060532,88,2020-02-01,2022-01-31,24,24,442,30M,0,0,1,0
95023909.001.000081857,15,2016-12-22,2018-12-21,24,-14,160,100M,0,0,0,1
94880176.001.000080092,29,2018-06-21,2020-09-20,27,7,158,100M,0,0,0,0
93260339.001.000068606,51,2016-10-11,2020-10-04,42,2,160,30M,0,0,1,0
95055430.001.000082123,17,2019-01-13,2021-12-01,24,11,140,100M (FTTO),0,0,0,0
94975059.001.000081344,15,2018-09-02,2020-01-09,24,7,140,100M,0,0,0,0
95439667.001.000086408,10,2019-12-02,2021-01-12,24,22,128,100M,0,0,0,0
75688721.001.000023423,139,2018-03-29,2020-03-28,24,2,566,100M,0,0,1,0
94080157.001.000067892,55,2019-12-14,2021-12-13,24,22,140,100M,0,0,0,0
94647708.001.000076345,31,2018-11-26,2020-11-25,24,9,317,300M (FTTO),0,0,0,0
93183978.001.000060220,84,2019-07-01,2021-06-30,24,17,481,30M,0,0,0,0
94332897.001.000081152,24,2018-11-10,2020-09-11,24,9,288,100M,0,0,1,0
96325303.001.000095158,3,2019-07-11,2021-10-07,24,17,128,100M,0,0,0,0
76721125.001.000044696,115,2019-05-22,2021-11-21,30,21,210,100M,0,0,1,0
94327137.001.000071566,57,2014-10-27,2017-10-26,36,-27,0,1000M (FTTO),0,0,0,0
95172920.001.000083324,25,2017-04-25,2019-10-24,30,-4,178,100M (FTTO),0,0,0,1
70911771.001.000003142,197,2019-12-21,2021-12-20,24,22,1700,10M,0,0,1,0
93806966.001.000063895,67,2019-01-11,2021-10-01,24,11,206,30M,0,0,0,0
94712635.001.000088492,10,2018-06-02,2020-01-06,24,4,618,100M (FTTO),0,0,0,0
74614009.001.000089008,1,2018-05-26,2020-05-25,24,-3,96,100M,0,0,0,1
93886232.001.000065077,64,2019-04-06,2021-05-04,24,14,440,100M,0,0,1,0
95042685.001.000082008,19,2019-01-11,2021-10-01,24,11,160,100M,0,0,0,0
94794443.001.000078727,20,2018-05-17,2019-05-16,12,-9,288,100M,0,0,0,1
94777620.001.000078469,24,2018-04-26,2020-04-25,24,2,266,100M (FTTO),0,0,0,0
94410693.001.000072978,35,2019-10-22,2020-10-21,12,8,1730,30M,0,0,0,0
70921663.001.000082558,10,2019-03-22,2021-03-21,24,13,248,100M (FTTO),0,0,0,0
94999851.001.000081644,23,2018-11-30,2020-11-29,24,10,178,100M (FTTO),0,0,0,0
92622877.001.000058402,85,2019-09-05,2021-04-09,24,19,198,100M,0,0,1,0
90356379.001.000030012,122,2019-01-29,2021-01-28,24,12,110,100M,0,0,1,0
90435389.001.000085733,13,2017-09-27,2020-09-26,36,8,2085,100M (FTTO),0,0,1,0
71406045.001.000004814,186,2018-02-01,2020-01-31,24,0,190,10M,0,0,0,0
93736619.001.000062992,68,2018-11-18,2020-11-17,24,9,263,30M,0,0,1,0
92074129.001.000056160,92,2019-01-05,2021-04-01,24,11,160,30M,0,0,1,0
95878872.001.000091345,4,2018-12-12,2020-11-12,24,-1,136,10M,0,0,0,1
95115861.001.000082711,27,2019-03-15,2021-03-14,24,13,215,100M,0,0,0,0
95685715.001.000089350,4,2018-06-11,2020-10-06,24,4,140,100M (FTTO),0,0,0,0
95356408.001.000085431,27,2018-07-04,2021-03-09,38,19,178,100M (FTTO),0,0,0,0
94222874.001.000069860,66,2018-06-19,2020-06-18,24,4,145,100M (FTTO),0,0,1,0
91641084.001.000053964,91,2016-11-19,2018-11-18,24,-15,130,30M,0,0,0,1
75345348.001.000021566,133,2019-07-31,2021-07-30,24,18,280,100M,0,0,1,0
93080455.001.000059915,95,2019-11-15,2021-11-14,24,21,228,100M,0,0,1,0
74601469.001.000017751,142,2019-08-23,2021-08-22,24,18,220,100M,0,0,1,0
95740361.001.000090030,7,2018-07-12,2020-11-07,24,5,140,100M,0,0,0,0
90006461.001.000066339,55,2016-09-06,2019-05-09,36,-5,178,100M,0,0,0,1
94886900.001.000080146,38,2018-09-09,2020-08-09,24,7,90,100M,0,0,0,0
94662608.001.000076577,27,2018-12-18,2019-12-17,12,-2,198,100M,0,0,0,0
95680914.001.000090467,1,2018-08-28,2021-08-27,36,19,0,300M (FTTO),0,0,0,0
94455433.001.000073588,55,2019-05-29,2021-05-28,24,16,198,100M (FTTO),0,0,0,0
94459781.001.000073635,40,2019-05-26,2021-05-25,24,15,178,100M (FTTO),0,0,0,0
75199984.001.000063181,86,2018-11-03,2020-02-11,24,9,198,100M,0,0,1,0
91519157.002.000057354,97,2011-04-29,2013-10-28,30,-75,198,10M,0,0,0,0
90865148.001.000067190,68,2015-10-24,2017-10-23,24,-28,1347,30M,0,1,1,1
75949719.001.000024842,127,2019-06-12,2021-11-06,24,16,142,10M,0,0,1,0
95184800.001.000083429,30,2017-05-04,2019-03-11,30,-3,258,100M,0,0,0,1
76439819.001.000025862,128,2019-04-30,2021-04-29,24,15,217,30M,0,0,1,0
93923605.001.000065683,69,2019-04-01,2021-03-31,24,14,898,100M (FTTO),0,0,0,0
94862968.001.000079764,32,2018-10-20,2020-10-19,24,8,268,100M (FTTO),0,0,0,0
95684403.001.000089338,9,2018-06-16,2020-06-15,24,4,138,100M (FTTO),0,0,0,0
95492518.001.000087068,7,2019-11-21,2021-12-20,25,22,165,100M (FTTO),0,0,0,0
94474780.002.000081676,28,2018-12-06,2020-05-12,24,10,257,500M (FTTO),0,0,0,0
73556037.001.000012903,166,2019-01-03,2021-02-01,24,11,208,30M,0,0,1,0
91347484.002.000073583,49,2019-06-02,2021-01-06,24,16,6257,100M (FTTO),0,0,0,0
90928292.001.000037993,101,2009-10-09,2011-08-10,24,-100,170,BELOW 10M,0,0,0,0
94418571.001.000073097,39,2019-05-01,2021-04-30,24,15,354,100M,0,0,0,0
94073855.001.000086726,2,2019-12-12,2021-11-12,24,22,198,100M (FTTO),0,0,0,0
73462723.001.000012541,169,2018-04-18,2020-04-17,24,2,1570,100M,0,0,0,0
94286366.001.000070727,43,2018-09-22,2020-09-21,24,7,288,100M,0,0,1,0
95960282.001.000092028,4,2018-11-30,2020-11-29,24,10,318,300M (FTTO),0,0,0,0
92513936.001.000057956,90,2015-05-01,2017-04-30,24,-33,136,10M,0,0,0,1
74872490.002.000061854,88,2019-01-24,2022-07-23,42,29,180,100M,0,0,1,0
93785202.001.000074042,34,2019-06-29,2021-06-28,24,17,23983,100M (FTTO),0,0,0,0
95888459.001.000091400,3,2018-12-21,2020-12-20,24,10,168,100M,0,1,0,0
76862630.001.000026507,141,2018-11-16,2020-11-15,24,9,183,100M,0,0,1,0
77105831.002.000015459,151,2018-04-20,2020-04-19,24,2,656,100M,0,0,1,0
94042496.001.000067326,67,2019-11-07,2021-06-11,24,21,150,100M,0,0,1,0
72178957.001.000008062,191,2020-01-30,2022-01-29,24,24,183,100M,0,0,1,0
93633311.002.000078290,40,2018-04-21,2020-04-20,24,2,316,300M (FTTO),0,0,1,0
91593004.001.000053321,92,2019-05-12,2021-11-05,24,15,319,100M (FTTO),0,1,0,0
92215474.001.000056714,98,2019-03-03,2021-02-03,24,13,163,30M,0,0,0,0
93830842.001.000064228,69,2019-02-13,2021-12-02,24,12,140,30M,0,0,1,0
90151705.001.000084736,7,2019-08-01,2021-07-31,24,18,222,100M,0,0,1,0
93979763.001.000066592,68,2019-12-24,2021-12-23,24,22,152,100M,0,0,1,0
95823084.001.000090879,5,2018-09-07,2020-06-09,24,7,198,100M,0,0,0,0
75095729.001.000020219,144,2018-04-03,2020-02-04,24,2,164,100M,0,0,1,0
72566292.001.000045064,97,2019-02-27,2020-10-26,20,9,308,100M,0,0,1,0
93204717.001.000060279,79,2017-07-23,2019-07-22,24,-7,200,10M,0,0,0,1
94800414.001.000078802,20,2016-05-18,2018-05-17,24,-21,170,100M,0,0,0,1
93793396.001.000063750,61,2018-10-11,2020-10-10,24,8,166,100M,0,0,1,0
95219523.001.000083807,29,2017-07-14,2021-07-13,48,17,150,100M,0,0,0,0
92923671.001.000059434,79,2019-12-01,2021-11-30,24,22,128,100M,0,0,1,0
94620697.001.000075888,32,2019-12-04,2021-03-12,24,22,2152,100M (FTTO),0,0,0,0
70779459.001.000002613,191,2018-06-17,2020-06-16,24,4,668,100M,0,0,0,0
95564142.001.000087806,8,2018-04-04,2021-03-04,36,14,0,1000M (FTTO),0,0,0,0
92235357.001.000056792,84,2019-04-01,2021-03-31,24,14,136,10M,0,0,1,0
72240252.001.000088900,5,2018-05-29,2020-05-28,24,4,514,100M,0,0,1,0
94969672.001.000081267,22,2017-02-10,2020-09-02,36,0,178,100M,0,0,0,0
90035775.001.000058343,86,2019-07-01,2021-06-30,24,17,1041,100M,0,0,0,0
95334462.001.000085282,6,2019-08-17,2021-08-16,24,18,270,100M,0,0,0,0
90670811.001.000033113,124,2019-07-24,2021-07-23,24,17,120,100M,0,0,0,0
